5.050600000000000023e+01,4.152700000000000102e+01
4.364200000000000301e+01,4.162599999999999767e+01
5.440100000000000335e+01,4.155899999999999750e+01
4.391700000000000159e+01,4.165200000000000102e+01
1.474039999999999964e+02,3.912700000000000244e+01
5.046070000000000277e+02,3.955299999999999727e+01
7.678010000000000446e+02,3.954999999999999716e+01
5.992430000000000518e+02,3.941599999999999682e+01
1.460769999999999982e+02,3.954099999999999682e+01
2.195120000000000005e+02,3.968900000000000006e+01
6.880899999999999750e+01,2.661199999999999832e+01
4.286990000000000123e+02,2.729700000000000060e+01
1.653139999999999930e+02,2.673799999999999955e+01
2.611840000000000259e+02,2.746999999999999886e+01
3.602629999999999768e+02,3.659400000000000119e+01
8.100309999999999491e+02,3.727700000000000102e+01
8.741000000000000227e+02,3.800699999999999790e+01
7.190240000000000009e+02,3.748299999999999699e+01
6.548369999999999891e+02,3.764500000000000313e+01
5.629080000000000155e+02,3.802000000000000313e+01
5.708379999999999654e+02,3.875800000000000267e+01
9.279740000000000464e+02,3.843099999999999739e+01
