4.152700000000000102e+01,8.240000000000000102e-02
4.162599999999999767e+01,8.240000000000000102e-02
4.155899999999999750e+01,8.240000000000000102e-02
4.165200000000000102e+01,8.240000000000000102e-02
3.912700000000000244e+01,8.240000000000000102e-02
3.955299999999999727e+01,8.240000000000000102e-02
3.954999999999999716e+01,8.240000000000000102e-02
3.941599999999999682e+01,8.240000000000000102e-02
3.954099999999999682e+01,8.240000000000000102e-02
3.968900000000000006e+01,8.240000000000000102e-02
2.661199999999999832e+01,8.240000000000000102e-02
2.729700000000000060e+01,8.240000000000000102e-02
2.673799999999999955e+01,8.240000000000000102e-02
2.746999999999999886e+01,8.240000000000000102e-02
3.659400000000000119e+01,8.240000000000000102e-02
3.727700000000000102e+01,8.240000000000000102e-02
3.800699999999999790e+01,8.240000000000000102e-02
3.748299999999999699e+01,8.240000000000000102e-02
3.764500000000000313e+01,8.240000000000000102e-02
3.802000000000000313e+01,8.240000000000000102e-02
3.875800000000000267e+01,8.240000000000000102e-02
3.843099999999999739e+01,8.240000000000000102e-02
