4.091497669999999687e+01,2.478905819999999949e+01
4.093270360000000352e+01,2.488242929999999831e+01
4.093499059999999901e+01,2.477345539999999957e+01
4.094111240000000151e+01,2.496574539999999942e+01
3.953587459999999965e+01,2.279188909999999879e+01
3.954778069999999701e+01,2.294706599999999952e+01
3.958158860000000345e+01,2.284312840000000122e+01
3.958259770000000088e+01,2.278885989999999850e+01
3.967958200000000346e+01,2.288295510000000021e+01
3.969154029999999977e+01,2.278974189999999922e+01
3.643416169999999710e+01,2.312145329999999888e+01
3.645986820000000250e+01,2.317652909999999977e+01
3.646557930000000169e+01,2.308118430000000032e+01
3.647604069999999865e+01,2.315799450000000093e+01
3.977869820000000090e+01,2.151519439999999861e+01
3.978463789999999989e+01,2.169786369999999920e+01
3.985787659999999732e+01,2.171737299999999848e+01
3.984340739999999670e+01,2.160708220000000068e+01
3.986843689999999896e+01,2.156722189999999983e+01
3.988738409999999845e+01,2.165474049999999906e+01
3.994062060000000258e+01,2.172762409999999988e+01
3.997166440000000165e+01,2.152321069999999992e+01
