4.207800000000000296e+01,7.290000000000000646e-02
4.207399999999999807e+01,7.290000000000000646e-02
4.215999999999999659e+01,7.290000000000000646e-02
4.204399999999999693e+01,7.290000000000000646e-02
3.881600000000000250e+01,7.290000000000000646e-02
3.898599999999999710e+01,7.290000000000000646e-02
3.892099999999999937e+01,7.290000000000000646e-02
3.888700000000000045e+01,7.290000000000000646e-02
3.925800000000000267e+01,7.290000000000000646e-02
3.920499999999999829e+01,7.290000000000000646e-02
2.600799999999999912e+01,7.290000000000000646e-02
2.683800000000000097e+01,7.290000000000000646e-02
2.608599999999999852e+01,7.290000000000000646e-02
2.690599999999999881e+01,7.290000000000000646e-02
3.690899999999999892e+01,7.290000000000000646e-02
3.741400000000000148e+01,7.290000000000000646e-02
3.800200000000000244e+01,7.290000000000000646e-02
3.764399999999999835e+01,7.290000000000000646e-02
3.775200000000000244e+01,7.290000000000000646e-02
3.812500000000000000e+01,7.290000000000000646e-02
3.868299999999999983e+01,7.290000000000000646e-02
3.842900000000000205e+01,7.290000000000000646e-02
