4.184000000000000341e+01,7.570000000000000340e-02
4.180199999999999960e+01,7.570000000000000340e-02
4.191299999999999670e+01,7.570000000000000340e-02
4.175000000000000000e+01,7.570000000000000340e-02
3.879200000000000159e+01,7.570000000000000340e-02
3.897099999999999653e+01,7.570000000000000340e-02
3.889999999999999858e+01,7.570000000000000340e-02
3.886399999999999721e+01,7.570000000000000340e-02
3.924099999999999966e+01,7.570000000000000340e-02
3.918999999999999773e+01,7.570000000000000340e-02
2.617399999999999949e+01,7.570000000000000340e-02
2.698799999999999955e+01,7.570000000000000340e-02
2.625100000000000122e+01,7.570000000000000340e-02
2.705699999999999861e+01,7.570000000000000340e-02
3.669100000000000250e+01,7.570000000000000340e-02
3.720100000000000051e+01,7.570000000000000340e-02
3.778300000000000125e+01,7.570000000000000340e-02
3.741199999999999903e+01,7.570000000000000340e-02
3.751299999999999812e+01,7.570000000000000340e-02
3.789300000000000068e+01,7.570000000000000340e-02
3.846300000000000097e+01,7.570000000000000340e-02
3.817799999999999727e+01,7.570000000000000340e-02
