9.830999999999999517e+00,1.000000000000000021e-03
2.890899999999999803e+00,1.000000000000000021e-03
1.378090000000000082e+01,5.999999999999999474e-04
3.070899999999999963e+00,5.000000000000000104e-04
1.090738000000000056e+02,1.299999999999999940e-03
4.657447000000000230e+02,8.999999999999999754e-04
7.289356000000000222e+02,1.600000000000000077e-03
5.605356000000000449e+02,1.100000000000000066e-03
1.072223000000000042e+02,1.299999999999999940e-03
1.805271999999999935e+02,1.000000000000000021e-03
4.273429999999999751e+01,6.999999999999999929e-04
4.018731999999999971e+02,1.000000000000000021e-03
1.391562000000000126e+02,8.999999999999999754e-04
2.342701999999999884e+02,8.000000000000000383e-04
3.245398999999999887e+02,1.000000000000000021e-03
7.735519000000000460e+02,5.000000000000000104e-03
8.369195999999999458e+02,8.999999999999999754e-04
6.823126999999999498e+02,1.000000000000000021e-03
6.180045999999999822e+02,2.000000000000000096e-04
5.257904999999999518e+02,8.999999999999999754e-04
5.328143999999999778e+02,1.000000000000000021e-03
8.903452999999999520e+02,2.000000000000000042e-03
