4.160000000000000142e+01,8.459999999999999465e-02
4.171800000000000352e+01,8.459999999999999465e-02
4.164699999999999847e+01,8.459999999999999465e-02
4.176299999999999812e+01,8.459999999999999465e-02
3.923899999999999721e+01,8.459999999999999465e-02
3.958100000000000307e+01,8.459999999999999465e-02
3.956799999999999784e+01,8.459999999999999465e-02
3.945300000000000296e+01,8.459999999999999465e-02
3.960799999999999699e+01,8.459999999999999465e-02
3.979699999999999704e+01,8.459999999999999465e-02
2.649399999999999977e+01,8.459999999999999465e-02
2.718100000000000094e+01,8.459999999999999465e-02
2.663599999999999923e+01,8.459999999999999465e-02
2.734600000000000009e+01,8.459999999999999465e-02
3.672899999999999920e+01,8.459999999999999465e-02
3.740599999999999881e+01,8.459999999999999465e-02
3.813000000000000256e+01,8.459999999999999465e-02
3.762400000000000233e+01,8.459999999999999465e-02
3.777600000000000335e+01,8.459999999999999465e-02
3.817000000000000171e+01,8.459999999999999465e-02
3.887599999999999767e+01,8.459999999999999465e-02
3.853499999999999659e+01,8.459999999999999465e-02
